word,count,trans
ፍጹም, 49, fṣum
በጽዮን, 49, bäṣyon
የንጉሡ, 49, yänguśu
ከብዙ, 49, käbzu
መልካሙን, 49, mälkamun
ከክፉ, 49, käkfu
ወዲያውም, 49, wädiyawm
በሥጋ, 49, bäśga
ዘህልቍ, 49, zählqʷ
ያደርጉ, 49, yadärgu
በባቢሎን, 49, bäbabilon
ሚዛን, 49, mizan
ምድሪቱን, 49, mdritun
ለሚቃጠል, 49, lämiqaTäl
ልጆቹ, 49, lǧoču
ልኮ, 49, lko
ሌሎች, 49, leloč
አለቆችም, 48, 'äläqočm
ውጣ, 48, wTa
በጽድቅ, 48, bäṣdq
ዘወትር, 48, zäwätr
ጠቢብ, 48, Täbib
የካህናት, 48, yäkahnat
አሮን, 48, 'äron
ሕዝቅያስ, 48, ħzqyas
ምስል, 48, msl
ጠብቁ, 48, Täbqu
ትሆናለህ, 48, thonaläh
ለእስራኤልም, 48, lä'sra'elm
ጩኸት, 48, ČuKät
መሬት, 48, märet
ወርዱም, 48, wärdum
ለዚህ, 48, läzih
ስሙንም, 48, smunm
ለኃጢአት, 48, läḫaTi'ät
በሰባተኛው, 48, bäsäbatäñaw
ሴቲቱም, 48, setitum
ሰጡ, 48, säTu
በከተማይቱ, 48, bäkätämaytu
በደስታ, 48, bädästa
ልቤ, 48, lbe
ሽታ, 47, šta
የያዕቆብ, 47, yäyaʕqob
ግምጃ, 47, gmǧa
ለእኛ, 47, lä'ña
ሰዎቹም, 47, säwočum
የለምና, 47, yälämna
ይናገራል, 47, ynagäral
ኖሮ, 47, noro
ሰምተው, 47, sämtäw
ከአንተም, 47, kä'äntäm
አንጻር, 47, 'änṣar
ፍጻሜ, 47, fṣame
ከጥሩ, 47, käTru
ናቡከደነፆር, 47, nabukädänäṩor
አንሥቶ, 47, 'änśto
ሌሎችን, 47, leločn
ማታ, 47, mata
በእነዚህ, 47, bä'näzih
በምሥራቅ, 47, bämśraq
አትፍሩ, 46, 'ätfru
ልጆችና, 46, lǧočna
ስምዖን, 46, smʕon
የእኔ, 46, yä'ne
ሰምቶ, 46, sämto
ነገሩት, 46, nägärut
አደረገው, 46, 'ädärägäw
ከንጉሡ, 46, känguśu
አይችልም, 46, 'äyčlm
ሊቀ, 46, liqä
ነገረው, 46, nägäräw
ርዝመቱ, 46, rzmätu
ወዲያው, 46, wädiyaw
ቀድሞ, 46, qädmo
ከሙታን, 46, kämutan
ክፉን, 46, kfun
ጥሩ, 46, Tru
ዝናብ, 46, znab
ይሞታል, 46, ymotal
በሰንበት, 46, bäsänbät
ሸክም, 46, šäkm
አዎን, 45, 'äwon
ውጡ, 45, wTu
መቅደሱ, 45, mäqdäsu
ይናገራሉ, 45, ynagäralu
የም, 45, yäm
በዳም, 45, bädam
ምሥራቅ, 45, mśraq
ተመልከት, 45, tämälkät
እንዳለው, 45, 'ndaläw
ፈርዖን, 45, färʕon
ዘጠኝ, 45, zäTäñ
በዚህች, 45, bäzihč
ተጕዘው, 45, tägʷzäw
ሞገስ, 45, mogäs
አንተና, 45, 'äntäna
ጽድቅን, 45, ṣdqn
ኖረ, 45, norä
የነበረ, 45, yänäbärä
ድር, 45, dr
ከእነዚህ, 45, kä'näzih
አድርገህ, 44, 'ädrgäh
አዘዛቸው, 44, 'äzäzačäw
ራብ, 44, rab
ውኃም, 44, wḫam
ማለት, 44, malät
ተመልሶ, 44, tämälso
የለውም, 44, yäläwm
ለዘላለምም, 44, läzälalämm
ፈሳሽ, 44, fäsaš
የሰውን, 44, yäsäwn
ላይም, 44, laym
ራሳቸውን, 44, rasačäwn
ሺህም, 44, šihm
ያውቃል, 44, yawqal
ልጆቹም, 44, lǧočum
ማደሪያ, 44, madäriya
ነህና, 44, nähna
ግብፅ, 44, gbṩ
ቸርነት, 44, čärnät
በዚያች, 44, bäziyač
በጨለማ, 44, bäČäläma
መዝሙር, 44, mäzmur
በረከት, 44, bäräkät
የአሕዛብ, 44, yä'äħzab
እህል, 44, 'hl
ሆኖአል, 44, hono'äl
ዓይነት, 44, ʕaynät
ከወሩም, 44, käwärum
ምሕረቱ, 43, mħrätu
ለማድረግ, 43, lämadräg
ከአንቺ, 43, kä'änči
ኃያል, 43, ḫayal
ይበላል, 43, ybälal
ተጠንቀቁ, 43, täTänqäqu
ይሆናልና, 43, yhonalna
በገዛ, 43, bägäza
እያንዳንዱም, 43, 'yandandum
ወሰዱ, 43, wäsädu
ፈሩ, 43, färu
ሄደው, 43, hedäw
ያም, 43, yam
ታናሽ, 43, tanaš
ይሄዱ, 43, yhedu
በም, 43, bäm
በፍርድ, 43, bäfrd
ይገባል, 43, ygäbal
በሰላም, 43, bäsälam
በልባቸው, 43, bälbačäw
ብርቱ, 43, brtu
መንገሥ, 43, mängäś
ይባላል, 43, ybalal
ጦር, 42, Tor
እንዳዘዘ, 42, 'ndazäzä
ደመና, 42, dämäna
አትፍራ, 42, 'ätfra
ናትና, 42, natna
የተጻፈ, 42, yätäṣafä
ከአሕዛብ, 42, kä'äħzab
የክርስቶስ, 42, yäkrstos
ትቢያ, 42, tbiya
አልዓዛር, 42, 'älʕazar
ድንጋዮች, 42, dngayoč
ያዕቆብን, 42, yaʕqobn
ትልቅ, 42, tlq
ዘዳግም, 42, zädagm
ሁለተኛ, 42, hulätäña
በሬዎች, 42, bärewoč
ስሜ, 42, sme
አልፎ, 42, 'älfo
እሰጥሃለሁ, 41, 'säThalähu
በሁለተኛው, 41, bähulätäñaw
አቀረበ, 41, 'äqäräbä
ደዌ, 41, däwe
ከእናንተም, 41, kä'nantäm
የቀረውም, 41, yäqäräwm
ዮናታንም, 41, yonatanm
ሊሆን, 41, lihon
ሞቱ, 41, motu
በዓለም, 41, bäʕaläm
ይሠራ, 41, yśära
ለራሱ, 41, lärasu
እንግዳ, 41, 'ngda
መልክ, 41, mälk
ይችላል, 41, yčlal
በላዩ, 41, bälayu
በክፉ, 41, bäkfu
ስምህ, 41, smh
እውነተኛ, 41, 'wnätäña
እኔንም, 41, 'nenm
ጻድቃን, 41, ṣadqan
የናስ, 41, yänas
እስራኤልንም, 41, 'sra'elnm
የምድርም, 41, yämdrm
ጽኑዓን, 41, ṣnuʕan
ማዕዘን, 41, maʕzän
ተጽፎአል, 41, täṣfo'äl
ጥበብን, 41, Tbäbn
ኃጢአተኞች, 41, ḫaTi'ätäñoč
አትክልት, 41, 'ätklt
ክፋትን, 41, kfatn
የተቈጠሩት, 41, yätäqʷäTärut
የሚመስል, 40, yämimäsl
መለከት, 40, mäläkät
ዘካርያስ, 40, zäkaryas
እንዳደረገ, 40, 'ndadärägä
ንስሐ, 40, nsħä
በእጄ, 40, bä'ǧe
ቀርበው, 40, qärbäw
ብላቴና, 40, blatena
ፍልስጥኤማውያን, 40, flsT'emawyan
በድንጋይ, 40, bädngay
ሳለሁ, 40, salähu
እናቱም, 40, 'natum
ፊቱን, 40, fitun
መስገጃዎች, 40, mäsgäǧawoč
ዮርዳኖስን, 40, yordanosn
ይጠፋሉ, 40, yTäfalu
አይተው, 40, 'äytäw
የኢየሩሳሌም, 40, yä'iyärusalem
ኤልያስ, 40, 'elyas
አራተኛው, 40, 'äratäñaw
እያለ, 40, 'yalä
ከደቀ, 40, kädäqä
እግሮች, 40, 'groč
ድንቅ, 40, dnq
ለእነርሱ, 40, lä'närsu
ታውቃለህ, 40, tawqaläh
በጀመረ, 40, bäǧämärä
ለእርሱም, 40, lä'rsum
ሕዝቅያስም, 39, ħzqyasm
መላእክት, 39, mäla'kt
ሆኜ, 39, hoñe
በዙሪያውም, 39, bäzuriyawm
እናንተን, 39, 'nantän
ግፍ, 39, gf
ለአሕዛብ, 39, lä'äħzab
በስውር, 39, bäswr
እይ, 39, 'y
መንጋ, 39, mänga
ሽቱ, 39, štu
ሣር, 39, śar
ከወዴት, 39, käwädet
ይበላችሁ, 39, ybälačhu
መገናኛው, 39, mägänañaw
በሬ, 39, bäre
ፊቴን, 39, fiten
ኤፍሬም, 39, 'efrem
ነበርሁ, 39, näbärhu
ድል, 39, dl
በእኔና, 39, bä'nena
ሚስቱን, 39, mistun
እጥፍ, 39, 'Tf
በቤተ, 39, bäbetä
ይሻላል, 39, yšalal
ሥራው, 39, śraw
የተለወሰ, 39, yätäläwäsä
ይወድቃል, 39, ywädqal
የሚናገር, 39, yäminagär
ቤትም, 39, betm
ሕዝቤን, 39, ħzben
እናገራለሁ, 39, 'nagäralähu
እሆናለሁ, 39, 'honalähu
በፊቱም, 39, bäfitum
እናት, 39, 'nat
ጕልማሳ, 39, gʷlmasa
መንገዱን, 39, mängädun
ነገሮች, 39, nägäroč
በሁለት, 39, bähulät
ሕዝብም, 39, ħzbm
ዓይኖች, 39, ʕaynoč
አባቱን, 39, 'äbatun
ልቡ, 39, lbu
እውቀት, 38, 'wqät
መጨረሻ, 38, mäČäräša
ባሉ, 38, balu
ዓመትም, 38, ʕamätm
ከሩቅ, 38, käruq
ገደሉ, 38, gädälu
ኋላ, 38, ḫʷala
በሰማርያ, 38, bäsämarya
ማር, 38, mar
የሰማይ, 38, yäsämay
አቀረቡ, 38, 'äqäräbu
የሉቃስ, 38, yäluqas
ይወጣሉ, 38, ywäTalu
ብረት, 38, brät
አንቀላፋ, 38, 'änqälafa
የመቶ, 38, yämäto
ተሰብስበው, 38, täsäbsbäw
ከዳዊት, 38, kädawit
ቀርቦ, 38, qärbo
አባቶች, 38, 'äbatoč
በኋላም, 38, bäḫʷalam
ልቅሶ, 38, lqso
እንስሶች, 38, 'nssoč
ሲናገር, 38, sinagär
አድነኝ, 38, 'ädnäñ
ወስደው, 38, wäsdäw
ትምህርት, 38, tmhrt
ሁልጊዜም, 38, hulgizem
ልብህ, 38, lbh
ጠላት, 38, Tälat
በወርቅ, 38, bäwärq
ይገደል, 38, ygädäl
ጽዋ, 38, ṣwa
መልእክት, 38, mäl'kt
የተናገረውን, 38, yätänagäräwn
እነዚያ, 38, 'näziya
ነጭ, 38, näČ
ይመለሳል, 38, ymäläsal
አድርጋችሁ, 38, 'ädrgačhu
ምድሪቱም, 38, mdritum
ተነሥተህ, 38, tänäśtäh
ሰላምን, 37, sälamn
ሄዶ, 37, hedo
ምሕረት, 37, mħrät
አባቱም, 37, 'äbatum
በሞዓብ, 37, bämoʕab
በኃይል, 37, bäḫayl
እነርሱን, 37, 'närsun
እጃቸውን, 37, 'ǧačäwn
ኢየሩሳሌምም, 37, 'iyärusalemm
ቤትና, 37, betna
ተመልከቱ, 37, tämälkätu
ንገራቸው, 37, ngäračäw
በውጭ, 37, bäwČ
አይደለሁም, 37, 'äydälähum
ልሔም, 37, lħem
ሞዓብ, 37, moʕab
በመጡ, 37, bämäTu
በላዬ, 37, bälaye
የሐዋርያት, 37, yäħäwaryat
እንደሆነ, 37, 'ndähonä
ዮናታን, 37, yonatan
በገባ, 37, bägäba
በሐሰት, 37, bäħäsät
በሜዳ, 37, bämeda
ሆንህ, 37, honh
እኵሌታ, 37, 'kʷleta
በሦስት, 37, bäśost
ሕግን, 37, ħgn
በሰማያት, 37, bäsämayat
ስሙን, 37, smun
ምሕረትን, 37, mħrätn
ቸር, 37, čär
ሁሉና, 37, huluna
በመቅደስ, 37, bämäqdäs
ይነሣል, 37, ynäśal
እጄን, 37, 'ǧen
መድኃኒት, 37, mädḫanit
ለያዕቆብ, 37, läyaʕqob
ነገዶች, 37, nägädoč
ሌላም, 37, lelam
ቀበሩት, 37, qäbärut
እዩ, 37, 'yu
የሚኖሩትን, 37, yäminorutn
ልጆቹን, 37, lǧočun
ልባቸው, 37, lbačäw
ጠራ, 37, Tära
ወጥመድ, 37, wäTmäd
ሞተም, 37, motäm
ከነበሩት, 37, känäbärut
ጌታም, 37, getam
ምስጋና, 37, msgana
አኖረው, 37, 'änoräw
የጌታን, 36, yägetan
የቃል, 36, yäqal
ባዶ, 36, bado
ቀንደ, 36, qändä
ለእያንዳንዱ, 36, lä'yandandu
በለው, 36, bäläw
ወረዱ, 36, wärädu
ለካ, 36, läka
ዐውሎ, 36, ʕäwlo
የንጉሡን, 36, yänguśun
መጋረጆች, 36, mägaräǧoč
እኩሌታ, 36, 'kuleta
እውነትን, 36, 'wnätn
ቀንና, 36, qänna
ሰበሰበ, 36, säbäsäbä
እውቀትን, 36, 'wqätn
ፈጽመው, 36, fäṣmäw
ቀለበቶች, 36, qäläbätoč
አመስግኑ, 36, 'ämäsgnu
በኵራት, 36, bäkʷrat
ደጆች, 36, däǧoč
አሉአቸው, 36, 'älu'äčäw
እጁ, 36, 'ǧu
በንጉሡም, 36, bänguśum
የማቴዎስ, 36, yämatewos
ሦስተኛው, 36, śostäñaw
ይላቸዋል, 36, ylačäwal
ጌታን, 36, getan
ቃሎች, 36, qaloč
ከተሞችና, 36, kätämočna
ሰነፍ, 35, sänäf
ሐሰተኛ, 35, ħäsätäña
እመልሳለሁ, 35, 'mälsalähu
ኢየሩሳሌምን, 35, 'iyärusalemn
እያንዳንዳቸው, 35, 'yandandačäw
እናውቃለን, 35, 'nawqalän
ቤቱን, 35, betun
ዕጣን, 35, ʕTan
ንጉሡንም, 35, nguśunm
ይሄዳሉ, 35, yhedalu
በሁለቱ, 35, bähulätu
ካሉት, 35, kalut
ሁለቱንም, 35, hulätunm
በዘይት, 35, bäzäyt
ወንድሞቼ, 35, wändmoče
መሐላ, 35, mäħäla
በመካከላችሁ, 35, bämäkakälačhu
ለሰልፍ, 35, läsälf
ዳዊትና, 35, dawitna
ራስህን, 35, rashn
ነገሩ, 35, nägäru
ዘሌዋውያን, 35, zälewawyan
ቤቱም, 35, betum
ሳኦልን, 35, sa'oln
መልሰው, 35, mälsäw
የሚበልጥ, 35, yämibälT
ኢያሱን, 35, 'iyasun
በአባቱ, 35, bä'äbatu
ባሪያዎችህ, 35, bariyawočh
ፊትህን, 35, fithn
መልስ, 35, mäls
ብሎአልና, 35, blo'älna
ባለችው, 35, baläčw
በቤቱም, 35, bäbetum
ታቀርባላችሁ, 35, taqärbalačhu
መለሰለት, 35, mäläsälät
ተመልሰው, 34, tämälsäw
ትዕቢት, 34, tʕbit
መፍራት, 34, mäfrat
በከነዓን, 34, bäkänäʕan
ርጉም, 34, rgum
የአብርሃም, 34, yä'äbrham
በፊታችሁ, 34, bäfitačhu
የሕዝቡን, 34, yäħzbun
ወስደህ, 34, wäsdäh
አሳልፈው, 34, 'äsalfäw
ፈረሶች, 34, färäsoč
ስለት, 34, slät
ቁርበት, 34, qurbät
ኃጢአተኛ, 34, ḫaTi'ätäña
በበሩ, 34, bäbäru
ለአሥራ, 34, lä'äśra
አዩ, 34, 'äyu
ባሉት, 34, balut
የከበረ, 34, yäkäbärä
በመጀመሪያ, 34, bämäǧämäriya
ፈጥኖ, 34, fäTno
ገመድ, 34, gämäd
ሙሴንና, 34, musenna
ኃፍረተ, 34, ḫafrätä
በልቤ, 34, bälbe
እልል, 34, 'll
በኤፍሬም, 34, bä'efrem
ስምህን, 34, smhn
ሌዋውያኑም, 34, lewawyanum
ያደርጋሉ, 34, yadärgalu
ጀመረ, 34, ǧämärä
እንዲሆኑ, 34, 'ndihonu
ባሪያዬ, 34, bariyaye
ይሆኑ, 34, yhonu
በመካከላቸውም, 34, bämäkakälačäwm
ሁለትም, 34, hulätm
ሲኦል, 33, si'ol
ዓምድ, 33, ʕamd
ከተማይቱም, 33, kätämaytum
ይወስዳል, 33, ywäsdal
በየአባቶቻቸው, 33, bäyä'äbatočačäw
አክሊል, 33, 'äklil
ያለበትን, 33, yaläbätn
ሰባተኛው, 33, säbatäñaw
ወንድሙን, 33, wändmun
ማታም, 33, matam
ብፁዓን, 33, bṩuʕan
ወፍ, 33, wäf
ምድሪቱ, 33, mdritu
እወቁ, 33, 'wäqu
ላኩ, 33, laku
ለይሁዳ, 33, läyhuda
ትበላላችሁ, 33, tbälalačhu
መባ, 33, mäba
ለእነርሱም, 33, lä'närsum
ዋይ, 33, way
ቀይ, 33, qäy
ጫፍ, 33, Čaf
በደኅና, 33, bädäḫna
መሠረት, 33, mäśärät
የሕይወት, 33, yäħywät
አደርገዋለሁ, 33, 'ädärgäwalähu
ልክ, 33, lk
አውቆ, 33, 'äwqo
ሁላችን, 33, hulačn
ፈሪሳውያን, 33, färisawyan
የሚሄድ, 33, yämihed
የእህል, 33, yä'hl
ለባሪያህ, 33, läbariyah
ተቀመጥ, 33, täqämäT
ወድቆ, 33, wädqo
ለአብርሃም, 33, lä'äbrham
ብትሆን, 33, bthon
ተከተሉት, 33, täkätälut
ስድብ, 33, sdb
ልጆችን, 33, lǧočn
ከኢየሱስ, 33, kä'iyäsus
ተቀበረ, 33, täqäbärä
ስሙም, 33, smum
ያወጣል, 33, yawäTal
መከራን, 33, mäkäran
አርነት, 33, 'ärnät
አልቻሉም, 33, 'älčalum
በሰባተኛውም, 33, bäsäbatäñawm
መቅሠፍት, 33, mäqśäft
በራብ, 32, bärab
ይስሐቅም, 32, ysħäqm
አታድርጉ, 32, 'ätadrgu
ወዮ, 32, wäyo
ባል, 32, bal
ሁለተኛውም, 32, hulätäñawm
ዝቅ, 32, zq
ምነው, 32, mnäw
በማለዳ, 32, bämaläda
ቀንበር, 32, qänbär
አብረው, 32, 'äbräw
ትሁን, 32, thun
ከሁለት, 32, kähulät
ነገራቸው, 32, nägäračäw
ከአንድ, 32, kä'änd
በቀን, 32, bäqän
ክፉውን, 32, kfuwn
ይቀመጡ, 32, yqämäTu
መንግሥታት, 32, mängśtat
ይበላሉ, 32, ybälalu
ተራ, 32, tära
አንደኛው, 32, 'ändäñaw
ዱር, 32, dur
ገብተው, 32, gäbtäw
ከተማይቱን, 32, kätämaytun
አቤሴሎም, 32, 'äbeselom
ሰንበት, 32, sänbät
የአሦር, 32, yä'äśor
ይለኛል, 32, yläñal
ከፀሐይ, 32, käṩäħäy
በአሕዛብም, 32, bä'äħzabm
ከአሥር, 32, kä'äśr
ወንድሞቹም, 32, wändmočum
ተገለጠ, 32, tägäläTä
ተመለስ, 32, tämäläs
መዝገብ, 32, mäzgäb
ክርስቶስን, 32, krstosn
ይሄድ, 32, yhed
ተባለ, 32, täbalä
አምላክህን, 32, 'ämlakhn
በፍታ, 32, bäfta
ከዘላለም, 32, käzälaläm
ተለይቶ, 31, täläyto
ይቀመጣል, 31, yqämäTal
አንቺም, 31, 'änčim
ቀረቡ, 31, qäräbu
ከሀያ, 31, kähäya
በቤት, 31, bäbet
አንዳንዶቹ, 31, 'ändandoču
ሰረገሎች, 31, särägäloč
ያለበት, 31, yaläbät
የሚባል, 31, yämibal
በሦስተኛው, 31, bäśostäñaw
እኔስ, 31, 'nes
ለሞት, 31, lämot
ለልጆቹም, 31, lälǧočum
ሚስቶች, 31, mistoč
በሁለተኛውም, 31, bähulätäñawm
አሰበ, 31, 'äsäbä
እርሱና, 31, 'rsuna
መልካምን, 31, mälkamn
ባለበት, 31, baläbät
በስሜ, 31, bäsme
ይመለስ, 31, ymäläs
ወግ, 31, wäg
ከምድርም, 31, kämdrm
የኢፍ, 31, yä'if
የማምለኪያ, 31, yämamläkiya
ቀንዶች, 31, qändoč
ነዌ, 31, näwe
ያዘዘውን, 31, yazäzäwn
ቢሆኑ, 31, bihonu
ሥራውን, 31, śrawn
ኤልያስም, 31, 'elyasm
አባትህ, 31, 'äbath
ማንንም, 31, mannm
ግብር, 31, gbr
በሌሊትም, 31, bälelitm
አቤሴሎምም, 31, 'äbeselomm
እናደርጋለን, 31, 'nadärgalän
ክንፍ, 31, knf
ማርያም, 31, maryam
ጽዮን, 31, ṣyon
ግድ, 31, gd
ምዕራብ, 31, mʕrab
ሙታን, 31, mutan
ከእግዚአብሔርም, 31, kä'gzi'äbħerm
በሦስተኛውም, 31, bäśostäñawm
ሴዴቅያስ, 31, sedeqyas
ገዥ, 31, gäž
በተራራው, 31, bätäraraw
ሦስቱ, 31, śostu
ደሙን, 31, dämun
አኖረ, 31, 'änorä
ቀረበ, 31, qäräbä
ብዙም, 31, bzum
አንድም, 31, 'ändm
ናስ, 31, nas
የገዛ, 30, yägäza
ዕረፍት, 30, ʕräft
የዚህን, 30, yäzihn
ላክ, 30, lak
ያዘ, 30, yazä
ደኅና, 30, däḫna
የሚለውን, 30, yämiläwn
በፍቅር, 30, bäfqr
መንፈስም, 30, mänfäsm
ልጆችህ, 30, lǧočh
መልእክተኞችን, 30, mäl'ktäñočn
ሰሙ, 30, sämu
በነበረው, 30, bänäbäräw
ስጠኝ, 30, sTäñ
ወዳጅ, 30, wädaǧ
አምላክም, 30, 'ämlakm
በሌላ, 30, bälela
የሚገባ, 30, yämigäba
ቃልህ, 30, qalh
ነፋስም, 30, näfasm
ያያል, 30, yayal
ክርስቲያናት, 30, krstiyanat
ነገሩን, 30, nägärun
ከተማይቱ, 30, kätämaytu
ደቡብ, 30, däbub
መቶም, 30, mätom
ስሜን, 30, smen
ርዝመት, 30, rzmät
አበባ, 30, 'äbäba
ሆነህ, 30, honäh
ግብዣ, 30, gbža
ለፈርዖን, 30, läfärʕon
ሞገስን, 30, mogäsn
ለሰሎሞን, 30, läsälomon
ይበሉ, 30, ybälu
ፈጽመህ, 30, fäṣmäh
ወሰዱት, 30, wäsädut
ቂጣ, 30, qiTa
አይሁን, 30, 'äyhun
በነቢዩ, 30, bänäbiyu
እንሂድ, 30, 'nhid
እነርሱንም, 30, 'närsunm
ዕቃውንም, 30, ʕqawnm
ይኸውም, 30, yKäwm
ማለዳ, 30, maläda
መሆኑን, 30, mähonun
ከአሥራ, 30, kä'äśra
መራራ, 29, märara
ወንጌልን, 29, wängeln
ክምር, 29, kmr
ከጥንት, 29, käTnt
ያጠፋል, 29, yaTäfal
ፍየሎች, 29, fyäloč
አዕማድ, 29, 'äʕmad
ምድሪቱንም, 29, mdritunm
ለደቀ, 29, lädäqä
ዓሣ, 29, ʕaśa
ሸሸ, 29, šäšä
የሚጠብቅ, 29, yämiTäbq
አወጣ, 29, 'äwäTa
ወዮላቸው, 29, wäyolačäw
ወሰደው, 29, wäsädäw
ከቤተ, 29, käbetä
በየወገኖቻቸው, 29, bäyäwägänočačäw
ይናገሩ, 29, ynagäru
ሥር, 29, śr
መሣፍንት, 29, mäśafnt
የሚሰማ, 29, yämisäma
በአምላክህ, 29, bä'ämlakh
ዓመታት, 29, ʕamätat
ነህን, 29, nähn
ምድርንም, 29, mdrnm
ምንስ, 29, mns
መልካምም, 29, mälkamm
በመቅደሱ, 29, bämäqdäsu
ጢስ, 29, Tis
አውሬ, 29, 'äwre
ጲላጦስም, 29, PilaTosm
አኖራለሁ, 29, 'änoralähu
እወቅ, 29, 'wäq
ኤርምያስም, 29, 'ermyasm
ነበልባል, 29, näbälbal
ነፍሰ, 29, näfsä
በነጋውም, 29, bänägawm
ምኞት, 29, mñot
በሰልፍ, 29, bäsälf
አምላክህም, 29, 'ämlakhm
ፀሐይም, 29, ṩäħäym
እናቱን, 29, 'natun
ምሥጢር, 29, mśTir
የተናገረው, 29, yätänagäräw
በልብህ, 29, bälbh
ልጅህ, 29, lǧh
ለራሳቸው, 29, lärasačäw
እንዳይሆን, 29, 'ndayhon
ተኛ, 29, täña
አለቃው, 28, 'äläqaw
እኅት, 28, 'ḫt
አእምሮ, 28, 'ä'mro
ተጠንቀቅ, 28, täTänqäq
የዚህ, 28, yäzih
ኢዮሣፍጥ, 28, 'iyośafT
በግዞት, 28, bägzot
ክርክር, 28, krkr
አስተዋይ, 28, 'ästäway
በዳዊትም, 28, bädawitm
ሰጡት, 28, säTut
ለእህል, 28, lä'hl
ዘረጋ, 28, zäräga
ይጠብቁ, 28, yTäbqu
መውጫ, 28, mäwČa
አደራ, 28, 'ädära
ሠርቶ, 28, śärto
ቀንድ, 28, qänd
ታላቅና, 28, talaqna
ትላላችሁ, 28, tlalačhu
መዛሙርት, 28, mäzamurt
ትላለህ, 28, tlaläh
ኮረብታ, 28, koräbta
በቀኝ, 28, bäqäñ
ሆና, 28, hona
ለወንድሞቹም, 28, läwändmočum
በደረሰ, 28, bädäräsä
የተባረከ, 28, yätäbaräkä
በከተማይቱም, 28, bäkätämaytum
ከሰሜን, 28, käsämen
ይልቁንም, 28, ylqunm
ቆሮንቶስ, 28, qorontos
ሕዝብህ, 28, ħzbh
ለጌታ, 28, lägeta
በእጃችሁ, 28, bä'ǧačhu
አደረጋቸው, 28, 'ädärägačäw
ገሊላ, 28, gälila
ብንያም, 28, bnyam
ውኆች, 28, wḫoč
በጌታችን, 28, bägetačn
መጥቶአል, 28, mäTto'äl
ራሳችሁን, 28, rasačhun
ተአምራት, 28, tä'ämrat
መናፍስት, 28, mänafst
ጠባቂ, 27, Täbaqi
ወንድሜ, 27, wändme
በፈርዖን, 27, bäfärʕon
ራሱንም, 27, rasunm
ወዳጆች, 27, wädaǧoč
ሰማንያ, 27, sämanya
ስጡ, 27, sTu
ጨው, 27, Čäw
ጠል, 27, Täl
ተነሥቶም, 27, tänäśtom
እንግዲያስ, 27, 'ngdiyas
የሚበላ, 27, yämibäla
ጥርስ, 27, Trs
ሁን, 27, hun
ለእኔም, 27, lä'nem
ሲሉ, 27, silu
በሕግ, 27, bäħg
አመሰግንሃለሁ, 27, 'ämäsägnhalähu
የአንተ, 27, yä'äntä
ባልንጀራውን, 27, balnǧärawn
መካከልም, 27, mäkakälm
ደብዳቤ, 27, däbdabe
አምስተኛው, 27, 'ämstäñaw
ከሦስት, 27, käśost
እርስዋንም, 27, 'rswanm
ነሽ, 27, näš
አትበል, 27, 'ätbäl
የግብፅ, 27, yägbṩ
ልጆቹንም, 27, lǧočunm
ተሻገሩ, 27, täšagäru
በገለዓድ, 27, bägäläʕad
ለማንም, 27, lämanm
ዘርፍ, 27, zärf
ዋሻ, 27, waša
ቋንቋ, 27, qʷanqʷa
አዋጅ, 27, 'äwaǧ
ሞትን, 27, motn
በሉት, 27, bälut
እንጀራን, 27, 'nǧäran
ይናገር, 27, ynagär
ውኃውም, 27, wḫawm
ውሰዱ, 27, wsädu
ወንድምህ, 27, wändmh
የአይሁድ, 27, yä'äyhud
በናያስ, 27, bänayas
የጦር, 27, yäTor
የያዕቆብም, 27, yäyaʕqobm
ጭቃ, 27, Čqa
ከኤፍሬም, 27, kä'efrem
ድንጋጤ, 27, dngaTe
በልባችሁ, 27, bälbačhu
ይኖር, 27, ynor
ዮሴፍን, 27, yosefn
በዚያው, 27, bäziyaw
አንዲቱ, 27, 'änditu
በሮች, 27, bäroč
ጸሎት, 27, ṣälot
ተናገርሁ, 27, tänagärhu
አይገኝም, 27, 'äygäñm
መልከ, 27, mälkä
ብርና, 27, brna
ሕፃን, 27, ħṩan
ይቀመጥ, 27, yqämäT
ዕጣንም, 27, ʕTanm
እኔና, 27, 'nena
በልዩ, 27, bälyu
ለልጆቹ, 27, lälǧoču
በሩቅ, 27, bäruq
